810,-43
811,-34
806,-33
802,-33
799,-34
801,-36
803,-40
805,-41
805,-40
803,-39
801,-39
799,-42
801,-44
803,-46
805,-44
803,-45
801,-44
799,-44
797,-44
797,-46
797,-44
797,-43
799,-40
799,-37
799,-40
799,-38
799,-38
799,-38
799,-38
799,-38
797,-39
799,-38
794,-41
797,-41
799,-35
801,-34
803,-31
805,-36
808,-35
810,-35
814,-35
814,-16
819,-48
816,-39
816,-43
816,-45
814,-42
812,-42
810,-43
808,-43
805,-44
803,-44
801,-43
801,-44
799,-43
797,-43
797,-43
797,-43
797,-44
797,-43
797,-43
797,-44
797,-44
797,-44
797,-44
797,-44
797,-45
794,-44
792,-43
792,-42
792,-43
792,-42
792,-41
792,-41
792,-41
792,-41
792,-39
794,-40
797,-41
797,-43
797,-41
797,-34
797,-31
797,-31
797,-31
797,-14
797,-17
797,-20
797,-38
797,-38
797,-45
797,-45
794,-43
794,-44
794,-43
792,-43
790,-44
788,-44
786,-44
783,-43
783,-42
781,-41
781,-43
779,-42
777,-43
777,-43
777,-43
777,-43
777,-44
777,-46
775,-49
775,-52
775,-48
777,-46
781,-49
783,-47
786,-47
788,-51
792,-43
794,-45
797,-37
799,-39
803,-42
805,-40
801,-41
799,-35
799,-38
797,-33
792,-33
790,-34
788,-35
786,-33
781,-33
777,-33
777,-31
777,-34
775,-30
775,-34
777,-35
779,-33
777,-34
774,-36
772,-37
772,-39
770,-41
767,-39
765,-39
770,-39
770,-40
770,-43
776,-39
783,-40
790,-40
794,-38
801,-40
807,-45
814,-42
814,-44
816,-47
819,-48
816,-48
814,-49
812,-45
810,-44
808,-43
805,-44
803,-44
801,-45
799,-46
797,-43
797,-43
797,-44
797,-44
797,-44
797,-45
797,-43
799,-44
799,-42
801,-39
801,-42
801,-42
799,-37
797,-42
797,-43
799,-38
801,-40
799,-41
799,-41
799,-43
797,-41
794,-42
794,-42
794,-40
792,-41
788,-42
783,-41
781,-37
779,-36
775,-28
775,-31
775,-31
775,-33
777,-32
781,-33
783,-36
786,-36
788,-38
788,-37
790,-39
794,-39
799,-41
803,-40
801,-43
799,-43
799,-44
799,-49
799,-47
801,-53
801,-55
797,-49
792,-47
790,-52
792,-47
790,-44
788,-43
786,-42
788,-39
786,-38
788,-35
792,-35
792,-31
790,-17
788,-16
785,-16
785,-10
785,-18
781,-23
781,-23
777,-28
772,-29
772,-35
772,-34
772,-36
775,-39
775,-39
777,-37
779,-35
781,-39
783,-38
786,-37
788,-33
790,-35
792,-35
794,-36
797,-29
794,-35
792,-36
790,-31
788,-31
786,-32
790,-32
790,-29
790,-29
790,-29
790,-29
792,-29
794,-29
797,-7
799,-7
801,-7
794,-45
790,-44
790,-44
790,-42
796,-41
794,-43
799,-42
799,-39
799,-38
799,-39
799,-39
799,-40
799,-40
799,-41
797,-41
797,-42
797,-42
797,-43
794,-44
794,-42
792,-41
790,-41
788,-42
786,-43
783,-43
781,-43
779,-44
777,-44
777,-43
775,-47
775,-43
775,-42
779,-39
783,-37
788,-37
792,-38
797,-39
801,-40
805,-41
810,-44
812,-46
814,-45
812,-46
810,-46
808,-46
805,-46
803,-46
801,-46
799,-45
797,-44
797,-43
797,-43
797,-43
797,-42
797,-43
797,-42
797,-43
797,-42
797,-44
797,-44
797,-44
797,-44
797,-44
797,-44
794,-45
794,-45
794,-43
797,-46
799,-47
801,-47
801,-46
801,-46
801,-47
803,-47
805,-47
805,-47
805,-46
803,-45
799,-43
794,-43
792,-42
790,-42
788,-41
783,-40
781,-40
781,-40
781,-42
781,-42
783,-43
786,-44
788,-44
790,-45
792,-45
794,-44
797,-44
797,-43
797,-41
797,-41
797,-42
797,-42
797,-43
797,-43
797,-43
797,-43
797,-43
797,-43
799,-45
801,-45
803,-44
801,-44
799,-43
801,-43
799,-42
797,-44
794,-44
792,-44
788,-43
783,-41
779,-40
779,-40
779,-39
777,-40
779,-44
781,-41
783,-41
786,-39
788,-39
790,-39
792,-40
792,-40
792,-40
792,-43
792,-41
792,-42
792,-42
792,-41
792,-42
792,-41
792,-40
794,-40
797,-42
797,-38
797,-39
797,-39
797,-39
797,-41
797,-40
797,-45
797,-39
797,-34
797,-33
797,-32
797,-30
797,-30
797,-32
797,-33
797,-36
797,-36
797,-38
797,-41
797,-42
797,-42
797,-43
797,-44
797,-44
799,-44
799,-44
801,-46
801,-47
801,-52
801,-50
801,-48
801,-45
801,-45
