497,12
498,12
503,11
506,11
508,11
510,10
515,11
517,11
517,10
517,10
517,10
517,10
515,10
512,10
510,10
508,10
506,10
506,10
506,10
506,10
506,9
506,11
506,12
506,8
508,12
510,12
508,16
506,16
504,15
504,14
504,14
506,14
506,13
506,13
506,11
504,11
510,14
512,12
515,13
515,10
515,11
512,13
512,11
512,10
510,12
510,12
506,10
506,10
506,9
506,10
506,9
506,9
506,9
506,9
506,7
506,7
503,5
501,7
499,7
497,6
495,5
492,3
492,11
492,13
492,13
492,13
495,14
499,14
504,15
508,14
513,14
517,15
519,12
522,9
524,8
526,8
526,8
524,9
524,7
522,7
519,9
517,9
515,9
510,11
506,10
501,10
499,11
497,6
492,6
490,8
488,2
486,1
484,3
486,4
488,4
490,4
492,5
499,5
501,5
501,7
508,9
512,7
512,9
515,8
517,8
519,9
522,11
519,12
522,12
524,11
519,11
517,12
519,13
517,12
515,13
512,13
510,11
508,11
506,11
508,13
510,14
512,16
515,13
517,15
519,14
519,14
522,15
524,16
526,15
524,14
524,14
524,13
522,13
519,13
517,13
517,12
515,10
512,9
510,9
510,9
508,8
506,8
506,8
506,8
506,7
506,8
503,9
503,10
503,10
503,9
503,9
503,9
503,8
503,9
503,9
503,9
506,8
506,9
506,9
510,8
515,9
519,11
519,13
519,9
524,15
528,17
533,17
533,17
533,12
530,17
528,14
526,11
524,13
526,12
524,10
522,10
517,10
519,8
522,10
519,8
519,6
519,10
524,6
524,10
524,9
524,8
526,8
524,10
522,11
522,10
519,12
517,12
515,12
512,11
510,12
508,12
506,13
506,12
506,12
506,12
506,10
506,10
506,11
506,10
506,11
506,10
506,10
506,10
506,11
506,11
506,11
506,11
506,11
506,11
506,10
508,10
508,10
508,11
508,10
508,10
508,10
508,10
508,9
508,9
508,10
506,10
508,9
508,9
508,9
508,11
508,10
508,8
508,8
508,11
508,8
508,9
506,10
506,8
506,10
506,6
506,4
508,8
510,10
512,9
512,9
512,9
515,9
515,8
515,9
517,12
517,14
515,11
512,12
510,10
510,11
510,11
508,10
508,10
508,10
506,10
506,10
506,9
506,9
506,9
506,9
506,8
506,10
506,9
508,9
510,8
510,7
512,9
515,10
515,10
515,11
515,10
515,9
515,9
512,9
510,10
510,8
508,9
506,9
506,9
510,10
515,9
517,9
519,12
521,12
521,10
521,14
521,11
524,10
524,11
519,10
515,11
512,10
510,10
510,10
512,10
512,9
512,9
512,9
512,9
512,9
512,9
512,8
512,6
510,6
508,7
508,8
508,10
506,9
506,13
506,8
506,9
506,9
506,9
503,8
501,9
499,10
497,9
495,13
497,5
499,12
501,11
499,18
497,12
490,4
488,11
486,9
484,8
484,8
477,10
470,10
464,10
461,10
461,25
464,24
466,18
466,17
466,21
464,23
464,18
464,17
466,13
466,12
470,9
475,8
475,9
482,6
490,7
497,1
502,5
508,-2
510,3
517,-3
515,-1
517,0
522,0
522,6
515,0
510,2
510,-1
508,0
508,-2
506,0
506,0
506,3
503,2
501,0
503,3
506,3
506,5
506,6
506,9
506,7
506,12
506,10
508,10
510,9
510,12
512,10
512,19
515,13
519,14
522,11
524,8
526,9
526,7
526,9
528,7
528,8
531,6
531,8
529,6
529,8
529,9
529,6
529,7
529,7
529,7
529,7
526,7
524,7
522,5
519,6
517,6
515,9
512,12
510,10
508,13
506,15
506,16
506,16
510,18
512,17
512,13
512,11
512,10
512,9
512,10
512,10
512,10
512,10
508,10
506,10
506,11
506,10
506,11
506,12
