882,-51
879,-45
877,-42
875,-40
874,-40
875,-41
877,-38
877,-36
877,-36
873,-30
873,-29
875,-28
877,-28
875,-31
873,-31
869,-29
864,-29
864,-33
866,-35
873,-36
871,-35
873,-38
875,-43
877,-33
879,-33
877,-28
875,-26
877,-24
877,-24
868,-25
864,-27
864,-23
864,-24
868,-28
866,-33
873,-39
879,-30
877,-30
871,-4
873,-5
877,-8
875,-17
871,-21
868,-23
873,-22
868,-23
871,-32
873,-39
880,-42
886,-45
886,-44
884,-39
884,-35
882,-41
879,-9
882,-9
877,-9
875,-9
870,-15
868,-19
870,-19
873,-19
873,-18
873,-18
873,-24
873,-24
873,-24
866,-26
861,-26
855,-26
848,-26
857,-43
855,-45
859,-44
859,-41
859,-41
862,-42
862,-42
864,-46
866,-45
866,-44
868,-45
870,-43
866,-42
866,-44
866,-43
864,-43
864,-41
864,-41
864,-41
864,-40
864,-40
864,-38
866,-38
866,-37
866,-38
868,-36
870,-39
873,-38
875,-36
877,-37
880,-34
880,-39
877,-41
877,-37
877,-33
875,-37
875,-28
875,-30
875,-32
875,-34
875,-39
875,-33
875,-33
875,-37
875,-36
875,-38
873,-40
870,-38
868,-38
861,-38
861,-36
864,-43
866,-40
861,-32
857,-33
859,-30
866,-22
873,-19
879,-19
891,-19
895,-19
899,-19
904,-21
906,-17
908,-17
904,-17
895,-17
886,-17
877,-17
857,17
848,23
839,22
837,19
844,17
850,17
850,0
889,-29
891,-29
886,-25
882,-25
877,-25
873,-25
868,-25
864,4
853,4
841,4
828,0
817,2
812,2
808,2
