417,13
417,13
417,13
417,12
417,12
417,12
417,13
417,13
417,14
417,15
417,16
417,16
417,16
417,16
417,17
417,17
417,17
417,17
417,15
417,15
417,15
417,14
417,14
417,14
414,14
412,14
410,14
408,14
406,14
403,14
403,13
403,14
403,14
403,15
406,15
408,16
410,15
412,16
414,16
417,16
414,16
412,16
412,16
412,16
412,16
412,15
412,15
412,15
412,15
412,15
414,16
417,16
417,17
417,16
417,16
417,17
417,17
417,17
417,18
419,17
419,14
417,11
417,12
417,16
417,15
417,14
419,15
417,13
417,13
414,16
414,16
417,16
417,16
417,15
417,15
414,16
410,16
412,16
412,16
412,16
412,16
412,15
412,15
412,15
412,15
414,15
417,15
417,15
417,15
417,14
417,14
417,15
417,15
417,14
417,16
417,15
417,14
417,15
417,15
417,16
417,15
414,15
414,15
414,16
414,15
414,13
414,14
414,14
414,14
414,14
414,15
417,15
417,15
417,15
414,14
414,14
414,14
414,14
414,14
414,14
414,13
414,11
414,10
414,8
417,11
417,13
419,11
421,14
423,14
421,14
419,12
417,14
414,14
412,14
410,14
410,10
408,13
403,8
401,10
403,10
406,10
408,12
410,12
412,13
414,12
414,13
414,13
417,15
417,13
417,15
417,15
417,14
417,15
414,12
412,14
410,13
408,10
406,9
403,12
406,10
406,13
408,10
408,8
410,10
412,9
414,10
417,10
419,10
421,10
419,10
419,10
417,11
417,11
417,10
417,11
417,10
417,10
417,10
417,8
419,7
419,5
419,7
419,9
417,9
417,9
417,9
417,9
417,10
417,11
414,12
414,13
414,12
414,12
414,13
414,13
414,14
414,15
414,14
414,14
417,15
417,14
417,14
417,14
417,14
419,14
419,14
419,13
419,14
419,14
417,14
417,14
417,15
417,15
419,16
417,16
417,16
417,17
417,16
417,16
414,16
414,16
417,17
417,16
417,16
419,14
419,15
421,14
421,16
421,17
423,18
423,18
421,16
421,18
416,14
414,16
416,14
414,17
414,11
414,10
403,19
406,19
410,20
410,20
410,21
412,18
410,21
408,18
408,17
408,21
408,20
408,21
406,19
408,21
408,20
408,22
410,21
412,19
414,19
414,17
414,19
414,15
414,16
414,12
419,15
419,12
419,10
419,10
419,12
419,14
419,13
419,12
419,13
419,13
417,12
417,12
417,13
417,12
417,13
414,12
412,12
412,14
410,13
410,15
412,16
412,17
412,18
412,17
412,18
414,18
417,18
417,17
419,17
419,16
417,16
417,15
417,15
417,16
417,15
417,16
417,15
417,16
414,16
412,16
410,16
410,16
410,16
408,15
406,16
403,15
401,16
401,15
403,16
406,16
408,14
406,15
406,15
406,16
408,15
408,16
408,15
406,16
403,16
401,15
401,15
403,16
403,15
403,15
403,15
406,14
408,15
410,14
412,14
414,16
414,16
414,13
414,14
417,15
417,16
417,19
417,18
414,12
412,10
414,10
414,10
414,9
417,10
419,12
414,11
416,9
419,11
