timestamp,counter,number,distance1_2d,angle1_2d,level1_2d,distance2_2d,angle2_2d,level2_2d,distance3_2d,angle3_2d,level3_2d,distance4_2d,angle4_2d,level4_2d,distance5_2d,angle5_2d,level5_2d,distance1,level1,rx1_r1,rx1_i1,rx2_r1,rx2_i1,distance2,level2,rx1_r2,rx1_i2,rx2_r2,rx2_i2,distance3,level3,rx1_r3,rx1_i3,rx2_r3,rx2_i3,distance4,level4,rx1_r4,rx1_i4,rx2_r4,rx2_i4,distance5,level5,rx1_r5,rx1_i5,rx2_r5,rx2_i5
18,0,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0
34,1,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,25,-20,-10,16,11,283,13,0,5,0,-3,596,4,2,0,-2,1,529,3,-1,-1,1,-1,663,3,-1,1,1,-2
59,2,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,29,-16,23,10,-14,283,13,2,-2,1,0,350,11,2,3,1,2,931,7,-1,-2,1,1,998,7,2,-1,1,0
84,3,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,30,23,1,-11,-5,283,13,-1,-2,-1,1,350,11,1,-2,1,-1,395,7,1,-1,0,2,439,7,2,-1,-1,-1
109,4,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,30,2,-16,-9,10,283,13,2,2,-1,0,350,12,-2,1,-1,1,395,9,-2,-1,-1,-1,730,9,-1,2,0,-1
134,5,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,31,1,27,4,-20,327,12,-2,1,-2,1,730,9,1,-1,0,-1,395,9,0,-1,1,-1,931,9,0,-2,-2,-2
158,6,1,354,2,11,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,32,-4,-26,-2,18,395,12,3,2,0,-1,327,12,0,-2,1,0,730,10,-1,2,2,-1,976,10,-1,-2,1,4
184,7,4,353,6,11,104,72,30,682,-79,6,439,-6,7,2147483647,2147483647,4294967295,104,31,-5,13,10,-6,350,11,0,2,2,1,395,11,-1,1,0,2,596,10,2,0,0,2,730,10,-1,0,-1,1
209,8,4,353,9,11,104,71,30,434,-9,7,671,-79,7,2147483647,2147483647,4294967295,104,31,-3,-10,-5,9,350,11,1,-1,-2,-1,395,11,-1,-1,0,-2,819,11,-3,1,0,-1,864,10,0,-3,0,-1
234,9,5,358,7,11,104,70,30,677,-75,7,429,-9,8,928,38,9,104,30,10,2,-5,-4,797,13,-1,-4,1,1,887,12,1,3,1,0,730,12,-1,3,1,-1,395,11,1,1,-1,1
260,10,5,362,8,11,104,70,30,683,-66,8,923,29,9,426,-9,8,104,29,3,6,-3,-5,797,14,3,2,-2,-1,887,13,-3,-1,-1,1,730,12,-1,-2,2,0,395,10,-1,-1,0,1
284,11,5,104,71,30,365,8,11,689,-75,8,915,32,9,412,-9,9,104,30,-10,-15,4,12,797,13,-1,0,1,-2,842,13,1,-2,1,1,887,12,1,0,1,-1,730,11,0,-1,-3,1
308,12,5,101,70,30,370,8,11,902,17,10,696,-75,9,797,-44,12,81,30,16,3,-5,-7,797,13,-1,1,-1,1,842,13,-2,1,-1,-1,887,12,-1,-1,1,0,931,11,2,-1,-1,2
334,13,5,99,70,30,888,14,10,374,8,10,703,-75,10,803,-47,12,81,29,-7,1,3,-1,797,12,1,-1,-2,2,842,12,1,0,-1,-1,931,12,-1,2,-1,-1,887,11,1,1,-1,0
359,14,5,99,71,30,873,12,11,376,32,10,714,72,10,819,-52,12,104,28,-7,5,2,1,775,12,1,2,-1,-3,372,11,0,2,1,0,842,11,0,1,2,-1,931,11,-1,-1,2,1
383,15,5,99,67,30,857,17,11,381,42,10,725,72,10,831,-65,12,104,30,13,-24,-6,11,775,12,-1,-1,1,2,931,11,2,1,-2,-2,842,11,-1,-1,-1,0,372,10,-1,0,1,1
408,16,5,99,61,29,848,47,11,379,32,10,732,62,11,841,-58,11,104,31,3,27,-3,-17,887,12,2,2,-2,-1,372,12,2,-2,1,-1,797,11,-2,-1,-1,1,931,11,-1,-1,1,-2
433,17,5,99,64,29,839,47,12,752,40,11,381,15,10,861,-58,12,104,30,1,-5,2,2,887,13,-2,-3,2,3,797,13,3,2,2,-2,372,12,-1,2,-3,1,730,12,1,-3,-3,-2
457,18,5,99,67,29,842,72,12,772,44,11,383,15,10,877,-58,12,104,31,-21,0,15,0,887,14,2,3,-1,-3,797,14,-2,-3,0,3,730,12,-1,2,2,1,976,12,1,-2,0,3
483,19,5,101,67,29,842,72,12,895,-56,12,779,42,11,381,-11,10,126,31,5,16,-8,-16,887,14,-1,-2,1,2,797,14,1,2,-1,-2,976,12,-1,2,1,-2,372,11,0,-2,2,-1
508,20,5,101,67,30,833,72,12,792,43,12,913,-56,11,378,-11,10,104,30,-14,8,13,-4,797,13,-2,-1,2,2,864,13,2,-1,-1,2,730,12,2,1,2,-1,976,11,1,1,-2,-2
532,21,5,103,56,30,828,2147483647,12,803,42,12,922,-49,11,376,-11,11,126,32,22,27,-11,-21,797,13,2,1,0,-1,842,13,0,1,0,1,887,13,-1,1,-3,0,976,12,2,-1,2,1
557,22,5,106,78,30,828,2147483647,12,819,44,12,922,-55,11,365,-16,11,104,33,-20,-26,13,21,283,14,0,2,1,-2,797,13,-1,-1,1,-1,887,12,1,1,0,-2,842,12,1,0,-1,1
583,23,5,108,78,31,828,2147483647,12,835,48,12,931,-50,11,358,-8,11,104,34,-28,25,22,-15,327,13,-2,1,-3,4,797,13,0,2,-1,1,887,12,1,-2,2,1,931,12,2,1,-1,1
608,24,5,108,-47,31,830,2147483647,12,839,46,12,937,-46,11,354,-8,11,104,34,17,-3,-12,0,797,12,-1,0,1,-2,887,12,-1,-1,-1,1,998,11,1,1,2,0,730,10,0,-1,-1,2
633,25,5,108,-47,32,833,2147483647,12,844,46,12,935,-37,11,351,-7,12,104,34,19,-17,-13,12,350,13,-2,-2,1,-1,797,12,1,2,-3,-1,909,11,1,-1,0,2,730,10,0,-1,1,-1
657,26,5,108,80,32,835,-63,13,842,56,12,933,-37,11,349,-11,12,104,33,-7,-16,1,12,909,13,-2,3,-2,-2,350,13,2,0,-2,2,775,12,-2,-2,1,0,395,11,-1,2,-2,-3
682,27,5,108,74,32,837,-63,13,842,56,12,938,-47,11,347,-9,12,104,32,-9,3,12,-3,909,13,2,1,2,0,350,12,-1,1,-1,1,797,12,-1,1,1,0,976,11,-2,-1,-1,1
708,28,5,108,74,32,839,-45,12,842,2147483647,12,924,-32,11,345,-4,12,104,32,0,16,-2,-10,350,12,2,0,2,-1,909,12,0,1,-1,0,797,12,-2,-1,-2,0,842,12,1,-1,-1,-1
733,29,5,106,74,32,839,-50,12,842,2147483647,12,911,-32,11,338,-1,12,104,31,12,4,-8,-2,305,13,-1,2,-1,2,372,12,-3,1,-3,-1,887,12,-2,0,3,-1,417,12,-1,-3,0,-3
758,30,5,106,73,32,848,-50,12,835,2147483647,12,897,-32,11,331,0,12,104,31,-5,0,4,2,305,13,1,-1,3,-2,372,12,2,-1,0,2,462,12,-2,2,1,2,417,12,2,1,0,1
782,31,5,104,75,32,857,-50,12,830,2147483647,12,886,-32,11,331,0,12,104,30,-1,4,0,-2,372,12,-1,1,-1,-3,484,12,2,-1,1,-1,775,12,1,2,-1,1,417,11,-1,1,2,-1
