timestamp,counter,number,distance1_2d,angle1_2d,level1_2d,distance2_2d,angle2_2d,level2_2d,distance3_2d,angle3_2d,level3_2d,distance4_2d,angle4_2d,level4_2d,distance5_2d,angle5_2d,level5_2d,distance1,level1,rx1_r1,rx1_i1,rx2_r1,rx2_i1,distance2,level2,rx1_r2,rx1_i2,rx2_r2,rx2_i2,distance3,level3,rx1_r3,rx1_i3,rx2_r3,rx2_i3,distance4,level4,rx1_r4,rx1_i4,rx2_r4,rx2_i4,distance5,level5,rx1_r5,rx1_i5,rx2_r5,rx2_i5
18,0,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0
33,1,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,8,0,-3,-2,-1,37,6,-2,1,2,0,171,6,1,2,1,1,573,6,-2,1,1,0,238,3,1,1,-2,-1
59,2,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,10,2,2,-3,-3,149,10,-1,3,2,-2,238,9,-2,-2,-1,1,37,8,-1,-2,-1,3,305,7,2,-1,1,-2
85,3,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,37,11,1,3,-1,-2,104,11,-2,-1,1,3,149,11,2,-2,-4,1,216,9,2,0,2,-2,260,9,-1,2,1,1
108,4,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,14,12,-3,-1,0,-3,104,11,2,-1,0,2,149,10,0,0,1,-1,216,10,0,2,0,2,395,10,-2,-1,1,0
134,5,4,104,56,10,153,57,9,32,66,9,224,10,8,2147483647,2147483647,4294967295,37,11,-1,-1,-2,4,104,11,0,1,-1,-3,708,10,-2,2,0,4,149,10,0,1,2,-1,216,10,-1,1,-3,1
158,6,4,104,64,10,171,52,9,33,77,9,223,10,8,2147483647,2147483647,4294967295,37,11,-1,2,0,-1,618,11,2,2,-1,1,104,10,1,-1,1,1,216,10,2,-1,1,-2,260,10,1,1,2,0
184,7,4,183,46,9,33,79,10,222,6,8,104,64,10,2147483647,2147483647,4294967295,37,13,3,-1,1,0,216,11,-1,-2,2,0,305,11,1,3,-1,3,260,10,2,1,2,1,618,10,0,-1,1,3
207,8,5,190,27,9,34,2147483647,10,229,1,9,104,64,10,350,-10,9,37,12,1,-1,2,-1,283,12,-3,1,-5,1,238,12,0,3,-1,4,395,11,3,0,3,2,618,11,-1,2,-3,-3
233,9,5,34,-72,10,235,1,9,195,27,10,361,-8,10,104,64,10,439,13,1,-4,1,-2,395,12,-3,0,-3,-1,37,12,0,2,-2,-2,283,11,1,-1,3,-3,596,11,2,2,2,-1
259,10,5,247,1,9,34,-72,10,200,27,10,369,-11,10,597,-55,8,439,13,-1,2,-3,-1,350,12,2,-1,1,-1,663,12,3,-1,2,1,395,12,1,1,1,2,596,12,-2,-1,-3,-2
282,11,5,258,0,10,41,-35,11,376,-11,10,206,27,10,606,-45,9,663,13,3,0,-1,3,439,12,1,-1,4,-2,104,12,2,-3,4,1,350,12,-2,1,-5,1,596,12,-2,-1,3,-1
308,12,5,269,0,10,41,-28,11,390,-11,11,615,-43,9,215,27,11,663,13,2,1,-3,2,37,13,1,-3,1,-1,104,12,1,2,-1,-1,596,12,0,-2,3,1,439,12,-1,0,-3,2
