timestamp,counter,number,distance1_2d,angle1_2d,level1_2d,distance2_2d,angle2_2d,level2_2d,distance3_2d,angle3_2d,level3_2d,distance4_2d,angle4_2d,level4_2d,distance5_2d,angle5_2d,level5_2d,distance1,level1,rx1_r1,rx1_i1,rx2_r1,rx2_i1,distance2,level2,rx1_r2,rx1_i2,rx2_r2,rx2_i2,distance3,level3,rx1_r3,rx1_i3,rx2_r3,rx2_i3,distance4,level4,rx1_r4,rx1_i4,rx2_r4,rx2_i4,distance5,level5,rx1_r5,rx1_i5,rx2_r5,rx2_i5
15,0,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0
30,1,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,596,24,17,8,14,5,37,6,1,-2,2,-4,193,6,1,2,0,-2,260,6,-2,1,-1,2,305,4,0,-2,-2,-1
46,2,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,596,28,-11,24,-9,23,976,9,-2,-2,-3,-3,37,6,-1,-1,-3,1,193,6,1,-1,-2,0,238,6,1,0,2,-1
77,3,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,596,32,-32,-18,-28,-14,193,11,-3,-2,1,-1,37,10,3,-1,1,3,976,9,1,-1,1,-1,104,7,1,2,-2,0
108,4,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,596,32,12,-20,6,-20,193,13,2,3,-2,-1,104,13,-2,-4,1,2,59,12,-3,1,3,0,260,9,-2,-1,1,-2
124,5,3,596,1,29,193,-73,9,63,-9,9,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,596,32,13,7,10,7,104,13,0,2,1,-2,193,12,-1,-1,0,3,14,11,1,1,-1,1,260,9,1,1,-1,-1
155,6,4,596,1,29,193,-73,10,70,-2,10,252,-9,7,2147483647,2147483647,4294967295,596,31,-1,18,1,13,193,13,2,-2,2,-2,104,13,-1,2,1,1,14,10,1,0,-1,-2,260,10,2,1,0,3
171,7,5,596,1,30,193,-73,10,75,4,10,253,-7,8,41,53,10,596,31,-19,7,-14,5,104,12,0,-2,-2,-2,193,12,0,1,2,1,14,11,-2,1,-1,4,260,10,-1,0,-2,1
202,8,5,596,1,30,193,69,10,78,6,10,240,-3,8,36,28,10,596,32,-14,-21,-13,-19,104,12,-2,1,0,1,193,11,0,-1,-3,-1,14,11,2,-1,3,-1,149,11,-1,-1,-1,2
233,9,5,596,1,30,195,69,10,81,2,10,39,-2,10,230,-3,8,596,32,15,-20,13,-19,104,12,1,1,0,3,59,12,2,-2,3,0,14,11,-2,-1,-1,-4,216,10,-2,1,1,-1
