timestamp,counter,number,distance1_2d,angle1_2d,level1_2d,distance2_2d,angle2_2d,level2_2d,distance3_2d,angle3_2d,level3_2d,distance4_2d,angle4_2d,level4_2d,distance5_2d,angle5_2d,level5_2d,distance1,level1,rx1_r1,rx1_i1,rx2_r1,rx2_i1,distance2,level2,rx1_r2,rx1_i2,rx2_r2,rx2_i2,distance3,level3,rx1_r3,rx1_i3,rx2_r3,rx2_i3,distance4,level4,rx1_r4,rx1_i4,rx2_r4,rx2_i4,distance5,level5,rx1_r5,rx1_i5,rx2_r5,rx2_i5
14,0,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0
30,1,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,149,22,-12,-9,6,-7,104,22,-9,11,-6,-6,327,6,-1,-2,3,-1,395,6,2,-1,1,1,775,6,-2,-1,1,-1
45,2,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,149,25,-7,-13,13,3,327,8,2,1,-4,0,395,6,-1,1,3,-3,506,6,2,1,-2,1,775,6,1,-1,1,2
77,3,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,149,26,-2,-16,8,8,327,9,0,2,3,0,506,7,-1,-1,0,0,573,7,2,-1,1,-1,708,7,-2,1,-1,2
108,4,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,149,27,5,-14,7,8,708,11,3,1,2,1,327,9,-1,1,-1,1,506,9,1,2,1,0,775,9,-2,1,-3,1
124,5,3,149,-48,25,734,-14,8,327,-58,8,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,149,27,7,-13,5,10,708,12,-2,-2,1,-2,752,10,2,-2,2,-1,797,10,2,2,1,1,327,9,1,1,-2,0
155,6,4,149,-49,25,730,-11,9,469,-5,7,327,-58,8,2147483647,2147483647,4294967295,149,27,7,-7,-2,9,708,12,-2,1,0,1,506,10,-2,-1,-1,-2,551,10,1,-2,2,1,752,10,-1,-1,0,1
175,7,4,149,-49,25,727,-8,9,474,-7,8,336,-56,8,2147483647,2147483647,4294967295,149,27,9,-5,-1,8,708,11,0,-1,-2,-1,395,10,0,2,-1,-1,506,10,1,1,0,1,752,10,1,-1,0,-1
206,8,5,149,-49,25,724,-9,9,472,-7,8,344,-64,8,756,-3,9,149,26,6,2,-4,3,708,11,0,-1,2,-2,395,10,2,-1,-1,-1,752,10,2,0,2,1,462,10,-1,2,1,-1
222,9,5,149,-48,25,727,-9,9,471,-13,8,349,-62,8,748,-6,9,149,25,0,3,-4,0,752,11,-1,2,-3,2,462,10,2,0,0,1,708,10,1,0,1,3,395,10,0,-1,0,-1
253,10,5,149,-49,25,730,-9,9,470,-13,8,354,-62,9,742,-8,9,149,24,1,4,-5,-4,752,10,1,-1,1,-1,462,10,-1,0,1,0,708,10,-1,0,1,-2,573,9,-1,1,2,1
284,11,5,149,-51,25,723,-9,10,479,18,9,743,-10,9,361,-62,9,149,24,-3,4,0,-4,708,10,1,1,-2,1,752,10,0,1,-1,-1,484,9,1,1,2,-3,596,7,0,-1,-1,-4
300,12,5,149,-51,25,707,-1,10,483,0,9,361,-16,10,744,-10,9,149,23,2,5,-2,-3,327,14,-2,4,-4,1,439,11,2,-2,1,1,395,11,-1,-3,1,-3,618,10,1,-3,-3,1
331,13,5,149,-49,25,698,1,10,477,-3,9,358,-17,10,745,-10,9,149,23,-4,2,-1,-7,305,14,-2,-2,-1,-3,618,11,1,2,2,-1,439,11,-1,1,-2,1,395,10,1,1,2,2
347,14,5,149,-50,24,689,12,10,470,-23,10,358,-19,10,743,-10,10,149,22,-3,-1,2,-1,327,13,0,2,-1,0,618,11,-1,1,2,1,439,10,1,-1,1,3,395,10,-1,-1,2,-1
378,15,5,149,-52,24,680,20,10,356,-16,11,463,-21,10,743,-10,10,149,21,-2,0,6,-1,14,15,-3,-3,-2,2,305,14,3,-1,1,0,618,10,-1,0,-2,1,439,10,1,0,2,-2
