timestamp,counter,number,distance1_2d,angle1_2d,level1_2d,distance2_2d,angle2_2d,level2_2d,distance3_2d,angle3_2d,level3_2d,distance4_2d,angle4_2d,level4_2d,distance5_2d,angle5_2d,level5_2d,distance1,level1,rx1_r1,rx1_i1,rx2_r1,rx2_i1,distance2,level2,rx1_r2,rx1_i2,rx2_r2,rx2_i2,distance3,level3,rx1_r3,rx1_i3,rx2_r3,rx2_i3,distance4,level4,rx1_r4,rx1_i4,rx2_r4,rx2_i4,distance5,level5,rx1_r5,rx1_i5,rx2_r5,rx2_i5
17,0,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0
33,1,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,484,21,11,8,13,2,171,8,3,0,-2,1,37,6,1,2,3,-3,104,6,-2,-1,2,4,216,6,-1,2,0,-1
60,2,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,484,21,3,-3,-1,-6,59,7,2,-1,-4,1,126,7,-1,2,0,-2,171,7,-1,0,0,-2,216,7,0,-2,1,-2
84,3,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,506,21,1,8,5,3,104,10,2,2,1,1,171,9,-2,1,1,1,216,7,-1,-1,-1,2,685,7,0,1,1,2
110,4,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,506,21,4,-1,3,-3,104,10,-1,-1,2,0,149,10,0,-2,-1,2,283,10,-3,0,1,2,216,7,1,1,0,-2
135,5,4,497,12,21,162,80,8,242,42,8,108,53,8,2147483647,2147483647,4294967295,506,22,-3,-8,-6,-3,104,10,-1,-2,-3,1,283,10,2,0,-1,-2,149,9,1,0,0,-3,842,9,-2,1,-2,1
158,6,4,498,12,21,145,2147483647,9,107,68,9,253,38,8,2147483647,2147483647,4294967295,506,21,-4,2,-1,1,104,12,-2,2,1,-2,59,11,2,3,-2,-1,887,11,1,3,1,2,305,10,-1,2,1,1
184,7,4,503,11,21,94,46,9,135,2147483647,9,260,40,8,2147483647,2147483647,4294967295,529,24,11,10,11,2,14,14,-3,3,-1,2,81,13,-1,-4,-2,-1,126,13,4,0,-1,-1,305,12,2,-2,1,1
209,8,4,506,11,21,271,40,9,92,45,10,134,2147483647,10,2147483647,2147483647,4294967295,529,24,8,-3,8,-7,81,13,2,1,0,-2,126,13,-1,2,2,-2,350,13,-2,-2,3,-1,305,12,-2,2,0,-3
234,9,4,508,11,22,280,40,9,91,43,10,133,2147483647,10,2147483647,2147483647,4294967295,529,23,2,0,1,-3,81,14,-3,1,3,4,126,14,0,-3,-3,4,171,13,2,2,-4,-3,350,13,1,2,-2,-1
258,10,5,510,10,22,90,44,11,274,-51,10,132,69,10,92,46,9,529,24,9,5,8,2,81,14,3,-1,-1,0,126,13,0,2,-1,-2,171,12,0,-1,2,-2,216,12,2,1,1,3
283,11,5,515,11,22,88,43,11,274,-63,10,128,59,11,106,46,9,529,27,18,-13,7,-19,81,14,1,2,-1,-1,126,13,-1,1,1,1,216,12,2,-1,-1,-1,260,12,0,2,1,-2
309,12,5,517,11,23,76,36,12,119,55,11,278,-63,11,121,53,10,506,27,-3,-13,-8,-8,14,14,2,3,0,1,81,14,-3,-1,-2,-2,260,12,0,-2,0,-1,216,11,0,1,-1,1
333,13,5,517,10,24,67,37,12,278,-22,11,110,53,12,137,53,10,506,28,-8,-14,-14,-9,14,14,0,-2,-2,-1,81,14,1,1,2,2,216,12,-2,-2,-2,-2,305,12,2,2,2,1
358,14,5,517,10,24,58,31,13,271,-3,11,101,43,12,141,-53,11,506,28,-10,-1,-9,5,14,14,-1,2,1,3,59,13,-2,0,-2,1,104,13,-1,-1,1,-2,216,13,2,2,4,0
383,15,5,517,10,25,54,34,13,87,52,13,265,-7,12,162,53,11,506,28,-15,1,-11,9,59,14,2,2,0,-1,14,13,1,-2,1,1,216,13,-1,-2,0,0,260,12,1,-2,-2,0
408,16,5,517,10,26,45,38,13,87,35,13,256,-11,12,182,15,12,506,28,-11,7,-7,9,14,14,2,2,-4,-1,59,13,-2,1,-1,-2,216,12,-1,0,-2,-1,260,12,1,-1,3,-1
434,17,5,515,10,26,45,38,13,85,-44,13,247,-5,12,195,-15,12,506,27,-7,4,-4,6,59,16,5,0,1,1,216,12,-1,-1,0,2,260,11,1,-1,-3,1,305,10,1,0,0,-2
457,18,5,512,10,26,79,3,13,38,38,14,240,14,12,204,-2,11,506,27,-3,8,6,8,59,15,-2,0,-4,4,283,13,-3,2,2,2,216,12,2,0,1,-2,171,11,-1,-2,0,-1
484,19,5,510,10,27,31,38,14,70,-12,13,233,14,12,204,-22,11,506,27,-3,10,0,11,37,14,-2,0,0,-5,283,12,0,-1,-2,-2,171,11,1,2,-4,1,216,11,-1,0,-2,-2
508,20,5,508,10,27,61,-9,13,31,-70,14,227,16,12,209,-7,11,506,26,1,3,3,1,37,14,1,1,0,-1,81,14,-2,1,0,1,149,13,3,-3,1,-2,216,12,-1,3,1,2
533,21,5,506,10,27,59,-4,13,27,-63,13,222,14,12,213,-2,11,506,25,3,5,3,4,171,14,-4,-1,-2,1,216,14,1,-4,1,-3,104,13,2,2,4,0,37,13,-1,1,-3,-2
557,22,5,506,10,26,61,-6,13,32,-57,13,213,15,12,213,1,12,506,24,0,1,-1,-2,171,14,-1,-2,-2,0,216,14,2,1,0,-1,104,13,-1,2,-2,-1,59,13,2,1,-1,4
583,23,5,506,10,26,63,-4,13,213,19,13,45,-50,13,213,1,12,506,24,0,-5,-3,-1,104,15,-4,1,-3,1,216,14,-2,2,1,2,149,14,0,-3,-1,-4,37,13,3,1,1,-1
609,24,5,506,10,25,68,-4,14,207,17,13,47,-50,14,231,7,12,506,23,0,-2,-1,-2,104,17,5,-3,2,-1,149,16,3,4,1,1,37,16,-4,-3,-1,0,283,12,-1,0,-2,-1
632,25,5,506,9,25,77,-12,14,45,-50,14,213,17,13,233,7,12,506,22,-1,1,0,2,104,17,-3,4,-1,-4,283,12,-1,1,3,-2,350,11,-1,-1,2,1,708,10,2,-2,0,1
658,26,5,506,11,24,81,-9,15,47,-50,14,220,18,13,242,2,12,506,21,0,0,0,0,104,17,2,1,2,1,283,11,-1,0,-1,1,350,11,1,-1,0,1,998,10,-1,2,1,0
682,27,5,506,12,23,86,-9,15,50,-50,14,218,18,13,249,0,12,506,20,-3,0,-2,3,104,16,-3,0,-2,-2,193,13,1,2,2,-1,327,11,-1,2,-1,2,283,11,1,-1,2,2
708,28,5,506,8,23,90,-12,15,52,-50,14,209,16,13,260,-3,12,506,19,-1,-2,-4,-3,104,16,3,2,1,0,193,14,-1,-3,0,1,327,11,-1,-1,-1,-2,283,10,-1,1,-1,-1
734,29,5,508,12,22,97,-8,15,54,-50,15,209,15,13,276,2,12,529,19,4,-1,2,-2,104,18,-5,-4,5,3,283,10,-1,-1,0,-1,327,10,0,-1,1,0,954,10,-2,-1,0,3
757,30,5,510,12,21,106,-8,16,229,19,12,287,2,11,50,-50,15,529,18,-2,3,1,4,484,18,2,2,3,-1,126,18,5,0,-4,0,350,10,1,-1,-1,-1,887,10,1,-1,-2,-1
782,31,5,508,16,20,106,-18,16,235,22,12,300,4,11,50,-50,15,484,19,5,4,6,-1,529,19,-3,5,1,6,104,17,3,-1,-1,2,238,11,-1,-1,1,0,350,10,-2,1,-1,3
807,32,5,506,16,20,108,-16,16,253,20,12,314,4,11,48,-50,15,484,18,0,-1,0,2,529,18,0,1,-1,0,126,17,-1,-1,1,1,954,10,2,-1,-5,-3,350,10,1,-1,1,-1
833,33,5,504,15,19,108,-25,17,267,12,11,327,4,10,37,12,15,484,17,0,1,-1,-1,529,17,0,-1,1,-1,104,17,2,3,-4,-4,37,15,1,-3,-1,5,350,11,-1,2,-1,1
856,34,5,504,14,19,110,-52,17,287,12,11,334,4,10,37,15,15,506,18,6,0,5,-4,126,17,-4,-2,1,3,37,15,1,3,0,-2,663,11,1,-3,1,-1,887,9,-1,0,-1,-1
882,35,5,504,14,18,110,-50,17,287,3,11,340,4,10,37,15,15,506,18,2,1,1,-1,104,17,-2,-3,4,0,663,11,1,1,1,0,954,10,-1,2,0,-1,283,10,-2,-1,-1,-2
907,36,5,506,14,18,110,-50,16,287,3,11,340,4,10,34,21,15,529,17,-2,2,-1,1,104,16,1,1,-4,3,14,14,3,0,2,-4,663,10,0,1,0,1,954,10,1,1,-1,0
932,37,5,506,13,18,112,-57,17,296,1,10,340,13,10,32,21,15,506,17,0,4,-1,0,126,17,-4,-3,5,-1,283,10,1,-2,-2,-4,327,10,2,0,3,-3,663,10,0,1,1,1
956,38,5,506,13,17,115,-57,17,305,-1,10,340,13,10,30,21,15,126,18,3,6,-2,-6,506,17,-3,-2,2,2,283,10,1,-1,-1,2,954,10,2,0,0,-1,887,9,-1,-2,0,-1
981,39,5,506,11,17,115,-57,17,305,0,10,340,13,10,30,24,15,104,19,-6,2,6,-2,529,17,2,-4,2,-4,37,16,4,3,-3,-3,283,10,-1,1,1,-1,976,9,0,1,0,0
1006,40,5,504,11,17,112,-63,17,298,0,10,945,50,9,340,13,10,104,19,-2,2,3,-1,506,18,-1,-5,-2,-1,976,10,1,-2,1,0,283,10,-1,1,-2,3,708,8,-1,-1,2,1
1032,41,5,510,14,17,112,-64,17,309,4,10,953,49,9,334,16,10,551,19,6,4,6,-3,104,19,2,-4,-3,4,350,11,-2,1,1,2,283,10,2,1,2,-3,976,10,0,-1,-1,-2
1056,42,5,512,12,17,110,-63,17,951,48,9,307,1,10,327,16,10,506,18,2,-3,2,-3,104,18,1,-2,1,1,327,11,2,-1,1,1,752,9,-2,-1,-1,1,931,8,-1,1,2,1
