timestamp,counter,number,distance1_2d,angle1_2d,level1_2d,distance2_2d,angle2_2d,level2_2d,distance3_2d,angle3_2d,level3_2d,distance4_2d,angle4_2d,level4_2d,distance5_2d,angle5_2d,level5_2d,distance1,level1,rx1_r1,rx1_i1,rx2_r1,rx2_i1,distance2,level2,rx1_r2,rx1_i2,rx2_r2,rx2_i2,distance3,level3,rx1_r3,rx1_i3,rx2_r3,rx2_i3,distance4,level4,rx1_r4,rx1_i4,rx2_r4,rx2_i4,distance5,level5,rx1_r5,rx1_i5,rx2_r5,rx2_i5
11,0,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0
34,1,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,305,35,55,37,65,-9,104,10,-3,2,1,2,573,10,3,2,0,1,864,10,-2,-3,0,3,909,10,3,-2,-4,2
60,2,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,305,39,-81,-21,-85,51,14,14,5,3,3,2,59,13,-3,4,-3,4,104,12,-2,-3,-2,-4,909,12,2,3,-3,-5
85,3,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,327,39,61,20,67,-52,14,14,-2,-2,-2,-2,59,14,3,-2,3,-4,104,13,0,3,5,4,909,12,-1,1,2,1
110,4,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,327,39,-21,42,37,52,14,14,1,-1,2,4,59,13,-1,1,-2,2,104,13,-2,-2,-4,-1,842,11,1,-2,-2,3
134,5,3,318,17,38,900,44,11,41,-1,13,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,327,39,-17,-41,-49,-4,59,13,-2,-1,1,-1,104,13,1,-1,1,0,976,13,-2,-3,-2,1,909,12,1,3,4,0
159,6,4,316,17,38,897,55,12,44,-2,13,104,9,12,2147483647,2147483647,4294967295,305,39,34,-17,11,-33,887,15,-3,4,4,-2,59,13,1,-1,-1,2,104,13,2,0,-1,-1,551,10,2,-1,-1,-1
185,7,4,314,17,38,896,51,12,52,-1,12,104,9,12,2147483647,2147483647,4294967295,305,40,-21,61,37,64,887,15,-3,-1,0,4,931,14,1,-3,-3,1,976,13,3,0,-2,-1,104,12,-1,-1,-3,-2
209,8,4,316,18,38,895,50,12,50,3,12,104,9,12,2147483647,2147483647,4294967295,327,40,43,-51,-26,-76,887,14,1,-1,-2,-1,819,13,-2,-2,-1,2,976,13,1,2,1,1,37,12,2,0,1,-4
233,9,4,317,18,38,891,50,12,49,3,12,104,9,12,2147483647,2147483647,4294967295,327,40,-3,43,46,19,864,14,1,3,-1,-2,909,14,-2,1,2,0,819,13,2,0,0,0,976,12,-1,-1,-1,-1
259,10,5,318,18,38,888,50,13,45,7,12,99,13,12,901,35,13,327,39,-22,4,-2,31,864,14,-2,-2,2,3,931,13,2,-1,-3,-3,14,12,2,1,1,0,59,11,-2,1,-1,2
284,11,5,320,19,39,888,45,13,36,3,12,908,38,13,95,13,12,327,38,-11,-7,-25,11,864,14,-3,-1,-1,2,954,14,2,3,0,-2,14,12,1,-1,1,-1,752,11,1,-2,-3,1
309,12,5,322,20,39,884,45,13,36,9,12,897,38,13,90,13,12,327,38,-11,-40,-43,-14,864,15,2,-3,-1,1,819,14,-3,-2,2,1,931,14,1,3,-1,-1,14,11,1,-1,-1,3
333,13,5,322,20,39,882,44,13,41,22,12,901,36,13,86,13,12,327,38,45,-16,10,-53,887,14,-2,1,-4,-2,931,14,-1,-2,2,-4,819,13,1,1,0,3,59,10,-1,0,4,0
358,14,5,322,20,38,886,42,14,45,22,11,904,35,13,81,13,12,327,38,-23,38,28,32,887,14,1,1,3,-2,931,13,0,1,2,2,819,13,0,-1,-1,-2,730,12,-2,2,0,1
384,15,5,322,20,38,877,46,14,45,22,11,906,39,13,77,13,11,327,38,29,6,19,-20,887,13,0,0,1,-4,931,12,-1,1,3,1,819,12,1,1,-3,1,730,11,0,-1,2,0
408,16,5,324,21,38,877,23,14,45,14,11,911,39,13,72,13,11,327,37,-16,11,8,21,59,14,1,-3,1,-2,887,13,1,2,2,2,954,13,-3,0,-2,1,663,12,-1,3,0,1
435,17,5,327,21,38,884,19,13,917,30,13,41,18,11,68,13,11,327,37,-16,17,-2,23,59,14,-3,2,0,1,954,13,1,-2,-4,-2,663,12,-2,-2,0,1,998,12,3,0,2,-5
459,18,5,327,22,38,891,11,13,922,26,13,43,11,11,63,13,11,327,37,17,-36,-16,-32,59,14,-2,2,-1,2,954,13,2,-2,2,1,864,12,-1,2,-2,0,663,12,1,-1,-2,-2
483,19,5,327,21,37,900,9,13,913,22,12,45,1,12,685,9,11,327,36,19,-8,5,-13,59,15,1,-3,1,-2,954,13,-1,-1,-2,-2,663,11,1,-1,3,2,819,11,-1,1,-1,0
508,20,5,324,20,37,909,10,13,911,14,12,50,1,12,682,9,11,305,36,14,19,25,-3,59,14,2,-1,1,-1,954,12,1,1,0,-1,909,12,2,1,-1,1,663,11,0,1,-1,-2
533,21,5,324,20,37,918,7,13,902,8,12,52,-2,12,679,-9,11,327,35,-18,18,4,26,37,15,1,4,-1,1,954,12,-1,1,2,0,663,10,-1,-1,1,-1,864,10,0,-1,-1,1
559,22,5,324,20,36,927,7,12,911,8,12,54,-3,13,677,-9,11,327,34,-4,-2,-3,6,37,15,0,-3,1,1,954,12,-1,2,0,1,909,11,2,0,3,-1,998,11,-2,-1,-1,0
583,23,5,322,20,36,933,16,12,908,15,11,52,-2,13,676,-9,11,305,34,-18,14,-1,22,37,14,0,1,1,0,954,12,2,0,-1,2,909,11,-1,-2,1,2,998,11,0,2,-1,-1
608,24,5,320,19,35,940,7,12,906,14,11,50,-2,13,680,-27,10,305,34,-17,-5,-13,19,954,11,-1,1,-1,-2,909,11,1,1,-1,1,998,11,-1,-1,2,-1,775,10,-1,2,1,1
633,25,5,318,18,35,947,0,12,48,-3,14,904,9,11,687,0,10,305,33,-6,-13,-20,-9,37,15,-3,-2,0,-1,954,12,1,-2,2,-1,909,11,-1,-1,-3,-2,797,10,2,-1,2,-2
658,26,5,316,18,34,954,-3,12,45,0,14,899,9,11,701,0,10,305,32,-7,-4,-6,6,37,15,-2,-1,-1,1,81,14,-1,-3,-1,-3,954,11,0,1,1,0,551,10,2,-1,4,-2
684,27,5,313,19,34,951,-9,12,41,-7,14,897,-1,11,714,0,10,305,32,-1,-23,-21,-12,14,15,3,-1,2,1,81,13,1,2,-1,2,931,12,-1,3,1,2,976,12,-3,-1,-1,1
