timestamp,counter,number,distance1_2d,angle1_2d,level1_2d,distance2_2d,angle2_2d,level2_2d,distance3_2d,angle3_2d,level3_2d,distance4_2d,angle4_2d,level4_2d,distance5_2d,angle5_2d,level5_2d,distance1,level1,rx1_r1,rx1_i1,rx2_r1,rx2_i1,distance2,level2,rx1_r2,rx1_i2,rx2_r2,rx2_i2,distance3,level3,rx1_r3,rx1_i3,rx2_r3,rx2_i3,distance4,level4,rx1_r4,rx1_i4,rx2_r4,rx2_i4,distance5,level5,rx1_r5,rx1_i5,rx2_r5,rx2_i5
15,0,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0
34,1,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,32,17,-42,3,-31,708,6,-2,-1,-2,-1,350,3,-1,-1,2,3,395,3,-1,-1,-2,0,573,3,-1,-1,1,-2
58,2,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,34,35,-29,15,-30,327,6,-1,-2,-2,-1,708,6,1,-1,1,1,372,6,0,-2,1,-1,529,4,-1,-1,2,1
78,3,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,36,43,-31,23,-31,618,10,0,3,-1,3,685,9,-2,-2,-1,-2,327,7,-1,-1,-2,-1,551,7,2,-1,3,-3
94,4,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,104,38,58,-17,32,-27,484,11,2,3,4,2,395,10,-3,-2,-3,-3,618,10,1,-2,1,-2,529,10,-2,2,-2,3
125,5,4,104,7,35,667,-1,8,537,2,8,367,0,7,2147483647,2147483647,4294967295,104,38,47,3,34,-18,484,12,-1,-2,-2,-2,618,11,-2,0,-3,1,529,10,2,0,3,-1,395,10,1,-1,2,1
157,6,4,104,8,36,659,0,8,528,2,8,364,2,7,2147483647,2147483647,4294967295,104,38,28,20,22,1,484,11,0,1,0,2,529,11,-2,0,-2,0,350,10,2,2,3,1,618,10,1,1,1,-1
172,7,5,104,8,36,653,0,8,522,3,8,375,3,7,533,5,9,104,37,14,28,18,5,484,10,-1,0,0,2,529,10,1,0,1,-1,618,10,0,-1,-1,1,439,9,1,2,2,1
203,8,5,104,9,36,637,-2,9,517,3,9,383,3,8,551,4,9,104,37,10,40,20,14,484,12,1,-3,1,-5,439,11,-3,-1,-5,-1,529,10,2,0,3,2,641,10,0,-2,0,-3
219,9,5,104,9,36,513,2,9,625,-1,9,389,4,8,564,4,9,104,37,-1,39,13,22,484,12,1,2,1,2,439,11,2,0,1,-2,529,10,-1,-1,-2,-1,775,10,2,0,2,-2
