timestamp,counter,number,distance1_2d,angle1_2d,level1_2d,distance2_2d,angle2_2d,level2_2d,distance3_2d,angle3_2d,level3_2d,distance4_2d,angle4_2d,level4_2d,distance5_2d,angle5_2d,level5_2d,distance1,level1,rx1_r1,rx1_i1,rx2_r1,rx2_i1,distance2,level2,rx1_r2,rx1_i2,rx2_r2,rx2_i2,distance3,level3,rx1_r3,rx1_i3,rx2_r3,rx2_i3,distance4,level4,rx1_r4,rx1_i4,rx2_r4,rx2_i4,distance5,level5,rx1_r5,rx1_i5,rx2_r5,rx2_i5
11,0,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0
34,1,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,81,9,-3,-1,1,3,149,7,2,-2,-3,-4,417,7,2,2,0,2,216,6,1,2,4,2,327,6,-1,-2,0,-2
58,2,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,81,12,3,2,-2,-3,149,10,-3,0,3,1,417,9,-1,-2,-1,-3,216,8,1,-2,-2,-2,327,8,1,2,0,4
84,3,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,81,13,-3,-2,-1,-1,171,12,1,3,1,1,417,10,1,2,3,1,327,8,-1,-1,-4,-4,573,7,1,-1,-2,-3
101,4,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,81,15,3,4,-3,1,417,10,-1,-1,-3,-1,641,7,2,0,-2,2,283,6,-1,-1,3,-1,529,6,-1,0,2,-1
132,5,3,81,55,12,417,2,9,322,-4,7,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,81,15,-2,-1,4,1,417,10,1,1,2,1,350,9,1,-2,0,-4,283,9,-1,2,-2,3,484,7,-2,1,-1,1
148,6,3,81,55,13,417,3,9,327,-6,7,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,81,15,2,1,-1,-1,149,12,-2,1,1,-1,193,10,-1,-1,2,-1,350,10,1,2,-1,4,417,10,-1,-1,-2,-1
179,7,5,81,55,13,330,-6,8,417,3,9,158,28,10,219,14,8,81,14,0,-1,0,-1,149,11,1,1,2,0,193,10,-1,1,-1,3,573,10,-2,-1,2,-2,350,10,1,0,4,1
195,8,5,86,55,13,316,-6,8,405,1,9,157,28,10,215,14,8,126,13,3,-2,1,-2,216,11,-2,2,1,-1,327,10,-1,1,-3,1,573,10,-1,-1,1,-1,395,9,1,-1,1,-1
226,9,5,91,55,13,325,-8,8,399,3,9,146,28,11,602,-53,8,126,15,-4,-2,1,0,59,14,2,3,-1,0,395,10,-2,1,1,-2,350,10,1,2,2,1,573,10,-1,1,1,-3
257,10,5,94,4,13,314,-5,9,399,6,9,148,16,11,598,-53,8,126,15,-2,3,-3,5,171,14,-3,-3,-4,-3,59,14,2,1,4,-3,216,13,3,-2,3,-3,395,12,3,-2,0,-3
273,11,5,99,-11,14,303,-5,9,405,7,10,137,0,12,590,-52,8,126,15,-1,-2,0,-1,37,14,3,1,-2,3,216,12,-1,1,0,-1,484,12,2,-3,1,-2,529,12,2,3,1,1
304,12,5,99,-12,14,309,-4,10,412,7,10,124,2,12,589,-41,9,81,14,-3,-2,1,0,14,14,2,3,1,-1,126,14,1,-1,1,0,573,13,-3,2,-3,-2,395,12,-1,2,-1,1
320,13,5,92,-16,14,316,-4,10,115,0,12,419,7,10,584,-35,9,14,14,1,-2,0,1,81,14,0,2,0,-1,149,13,1,-2,0,-2,529,13,1,3,-2,3,573,13,-2,1,-1,-1
351,14,5,85,-11,14,316,-5,11,106,-6,13,430,3,11,577,-32,10,14,14,-1,3,-4,-1,81,14,-1,-2,2,-3,529,13,-2,-1,2,-3,573,13,1,-2,3,1,283,12,-2,1,-2,-1
383,15,5,78,-9,14,446,0,11,97,-3,13,309,-5,11,566,-27,11,573,14,-4,-1,-3,-3,14,14,-1,2,2,0,81,13,-2,-1,-2,2,529,13,0,3,-3,3,126,13,1,-2,-2,-3
399,16,5,72,-8,14,461,-1,11,90,-4,13,303,-5,11,555,-25,11,14,14,2,-2,-1,1,573,14,1,-2,2,-2,529,13,-2,1,-3,-3,81,13,2,0,-1,1,149,12,-1,2,-3,-1
430,17,5,65,-14,14,477,-1,12,83,-4,13,298,-7,11,551,-25,12,14,15,-4,2,1,-1,81,15,1,-4,-1,1,573,14,-3,0,1,1,305,11,-2,1,-2,2,350,11,-1,-1,-1,-3
446,18,5,54,-22,14,501,-1,12,542,-21,12,76,-7,13,307,-7,11,14,15,1,0,-1,-3,573,14,-1,-2,1,-2,81,14,-1,-1,3,3,484,13,2,2,2,2,171,12,2,0,1,-4
477,19,5,43,-14,14,524,-2,13,526,-19,12,78,-5,13,298,-7,11,14,14,1,1,1,0,573,13,0,-1,-2,1,81,13,-1,0,1,-1,171,12,-1,1,-1,3,417,10,1,2,-1,2
493,20,5,40,-52,14,541,-10,13,510,-19,12,78,-55,13,300,-9,11,171,14,4,-1,-1,1,104,13,-3,-2,2,1,573,13,-1,-2,4,-1,238,13,-3,3,1,-2,283,10,-1,-2,2,1
524,21,5,40,-27,14,550,-10,13,499,-19,12,83,-37,13,296,-9,12,126,15,-4,2,-4,0,81,14,1,4,-1,2,171,14,-2,-2,-1,-4,238,14,3,-2,3,2,37,13,3,0,1,-1
555,22,5,43,-5,14,555,-20,13,85,-27,13,484,-19,11,280,-13,12,104,15,3,1,3,-3,238,14,-1,2,-4,-2,37,13,-1,-1,-2,0,529,12,0,1,-2,0,596,12,0,0,1,0
571,23,5,54,-15,14,559,-24,13,81,-44,13,463,-18,11,264,-15,12,126,15,1,3,-2,-2,37,14,2,-3,0,3,238,13,0,-2,-1,2,529,11,1,0,1,3,327,11,-1,1,1,1
619,24,5,65,24,14,562,-21,12,76,-44,13,260,-13,12,439,-16,11,126,15,-1,-3,-2,1,37,14,-1,3,2,-2,238,13,0,1,2,1,327,11,1,-1,-1,-1,551,11,-1,1,-1,0
619,25,5,76,14,14,559,-33,12,72,-44,13,255,-7,12,419,-16,11,126,15,3,2,3,0,37,15,-2,-3,-2,1,551,13,4,0,-1,-1,238,13,-2,-2,-3,-2,618,13,-3,2,2,1
651,26,5,79,21,14,557,-34,12,74,58,14,251,-4,12,398,-16,11,37,15,-3,2,2,2,104,15,0,-3,-5,1,551,13,1,2,-1,3,238,12,1,1,2,3,618,12,-1,-1,-2,-2
682,27,5,83,13,14,555,-32,12,77,47,14,235,-5,12,369,-6,10,59,16,4,0,1,2,104,15,-1,3,0,2,149,15,-3,-1,0,1,551,12,-1,-1,1,0,238,12,1,1,0,-1
698,28,5,88,4,14,79,61,14,551,-34,12,220,-16,13,343,-15,10,59,16,-2,-3,3,-1,104,16,3,-2,-1,2,149,15,1,3,-2,-1,216,12,-2,-2,1,-1,529,12,0,-2,3,0
729,29,5,97,2,15,77,61,14,204,-23,13,548,-34,12,322,-16,11,59,15,0,2,-2,2,104,15,-1,1,0,-2,149,14,-1,-1,1,1,551,12,2,-1,0,1,216,12,1,-1,0,1
744,30,5,92,2,15,70,40,14,195,-12,13,551,-33,12,302,-16,11,59,15,0,-2,-1,-4,104,14,2,0,2,1,149,14,-1,2,-1,1,596,12,3,1,-1,3,551,12,0,-2,2,2
776,31,5,85,16,15,77,46,14,193,-12,13,546,-25,12,291,-11,11,59,15,2,-2,0,1,149,13,0,1,1,0,529,13,1,-3,3,-2,596,12,1,1,-1,3,305,11,0,1,-1,3
807,32,5,81,-9,15,88,53,14,548,-23,12,184,-12,13,280,4,11,551,14,-1,-4,1,-2,59,14,-1,1,1,0,149,13,-1,-2,1,-1,305,10,0,-1,1,-4,685,10,-2,2,-1,1
