timestamp,counter,number,distance1_2d,angle1_2d,level1_2d,distance2_2d,angle2_2d,level2_2d,distance3_2d,angle3_2d,level3_2d,distance4_2d,angle4_2d,level4_2d,distance5_2d,angle5_2d,level5_2d,distance1,level1,rx1_r1,rx1_i1,rx2_r1,rx2_i1,distance2,level2,rx1_r2,rx1_i2,rx2_r2,rx2_i2,distance3,level3,rx1_r3,rx1_i3,rx2_r3,rx2_i3,distance4,level4,rx1_r4,rx1_i4,rx2_r4,rx2_i4,distance5,level5,rx1_r5,rx1_i5,rx2_r5,rx2_i5
16,0,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0,32767,0,0,0,0,0
31,1,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,372,13,-5,1,-3,-2,305,12,4,2,3,3,439,9,3,-1,3,1,193,6,-2,1,2,0,506,6,-2,1,-2,1
47,2,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,283,14,2,-4,2,-6,372,13,0,2,1,3,59,11,1,-3,4,-3,439,8,-1,0,-1,1,506,8,2,-1,0,-2
78,3,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,283,13,-1,-1,-1,-1,372,13,-1,2,-4,2,37,12,3,0,-1,1,126,10,-3,1,1,-3,462,9,-1,-2,2,-3
94,4,0,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,283,14,1,-3,4,-3,350,13,-1,3,1,4,59,12,1,2,-1,0,126,10,-2,-1,1,1,954,10,3,1,1,1
125,5,2,363,-2,13,287,-3,13,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,2147483647,2147483647,4294967295,283,13,2,1,1,0,350,13,-1,2,1,2,59,12,-1,1,-2,-1,439,10,2,1,1,2,126,10,0,-1,0,-1
156,6,5,361,-3,12,286,-5,13,50,-32,12,446,-14,9,155,-50,9,37,14,-4,2,3,1,283,14,-3,1,-2,-2,350,12,0,-1,1,1,171,12,3,-2,3,-1,439,11,-1,-2,-1,-1
172,7,5,356,-3,13,282,-3,13,48,-32,12,145,-30,9,445,-14,9,260,17,4,6,3,4,327,16,-6,-2,-2,-1,37,14,1,-2,2,1,81,14,3,1,1,3,171,13,-3,-2,-4,-3
203,8,5,366,-3,13,282,-2,14,46,-37,12,137,-34,10,444,-14,9,283,18,-3,5,-4,6,37,13,1,0,-2,-2,81,13,-1,1,2,0,439,11,0,2,0,2,976,10,-1,-1,1,0
219,9,5,374,-2,12,282,-2,14,45,-41,12,130,-31,10,444,-14,9,283,18,1,3,1,2,37,13,1,-2,1,2,81,12,-1,1,-3,-1,439,11,0,-2,0,-2,976,10,1,1,0,2
